message,label
My delivery was delayed by two days.!!!,1
"I was billed incorrectly, please check. kindly resolve",1
Payment confirmation is pending. please help,1
I like your service. asap,0
Tracking info is not updating.,1
Payment confirmation is pending. kindly resolve,1
Overall experience was okay. asap,0
Prices seem reasonable.!!!,0
Unauthorized payment from my card!,2
Need help with changing my address. asap,1
I like your service.,0
Unable to login sometimes. kindly resolve,1
"I was charged twice, fix this immediately! asap",2
Unable to login sometimes. kindly resolve,1
Fraud transaction detected on my account! please help,2
Need help with changing my address. asap,1
My delivery was delayed by two days.,1
Unauthorized payment from my card!,2
Coupon code is not working.!!!,1
Unable to login sometimes.,1
Immediate help needed: account locked with balance inside!!!!,2
The new update is nice. please help,0
Unauthorized payment from my card! kindly resolve,2
I like your service.!!!,0
I like your service. kindly resolve,0
Payment taken multiple times! please help,2
Sharing a suggestion for improvement. please help,0
Prices seem reasonable.!!!,0
"I was charged twice, fix this immediately! asap",2
Overall experience was okay.!!!,0
"I was charged twice, fix this immediately! asap",2
Feature request: dark mode would be nice. please help,0
Fraud transaction detected on my account! kindly resolve,2
Received a damaged package.!!!,1
My delivery was delayed by two days.,1
The new update is nice.,0
Payment confirmation is pending. asap,1
Overall experience was okay. asap,0
Prices seem reasonable.,0
Order arrived late.!!!,1
Coupon code is not working.!!!,1
Unable to login sometimes. kindly resolve,1
Fraud transaction detected on my account!,2
Unauthorized payment from my card!,2
Sharing a suggestion for improvement. please help,0
Urgent: money deducted but order failed!,2
I like your service. kindly resolve,0
"I was charged twice, fix this immediately! please help",2
I have not received my refund yet.!!!,1
Coupon code is not working.,1
The app looks good.,0
Prices seem reasonable. kindly resolve,0
Urgent: money deducted but order failed! please help,2
Fraud transaction detected on my account! kindly resolve,2
Tracking info is not updating.!!!,1
My account has been hacked! kindly resolve,2
Unauthorized payment from my card! kindly resolve,2
Urgent: money deducted but order failed!,2
Critical: scam activity on my profile!,2
The new update is nice. please help,0
General feedback on your website.,0
Serious complaint: wrong person received my order and details! please help,2
Need help with changing my address. please help,1
The new update is nice.,0
Overall experience was okay.!!!,0
Sharing a suggestion for improvement. please help,0
Unable to login sometimes. kindly resolve,1
My delivery was delayed by two days. kindly resolve,1
Immediate help needed: account locked with balance inside!!!!,2
Unable to login sometimes. asap,1
Urgent: money deducted but order failed!!!!,2
Feature request: dark mode would be nice. please help,0
Unauthorized payment from my card! please help,2
Critical: scam activity on my profile! kindly resolve,2
I have not received my refund yet. kindly resolve,1
Serious complaint: wrong person received my order and details!!!!,2
Payment confirmation is pending.!!!,1
Immediate help needed: account locked with balance inside! asap,2
Feature request: dark mode would be nice. asap,0
Urgent: money deducted but order failed! kindly resolve,2
Sharing a suggestion for improvement. please help,0
Your staff was polite. asap,0
Critical: scam activity on my profile! asap,2
The app looks good.,0
Need help with changing my address.!!!,1
Need help with changing my address. please help,1
Feature request: dark mode would be nice. asap,0
Immediate help needed: account locked with balance inside! kindly resolve,2
I like your service. asap,0
My delivery was delayed by two days. kindly resolve,1
Payment confirmation is pending. asap,1
I like your service.!!!,0
Your staff was polite.,0
Tracking info is not updating. kindly resolve,1
Tracking info is not updating. kindly resolve,1
Payment taken multiple times!!!!,2
Coupon code is not working.!!!,1
The new update is nice. kindly resolve,0
"I was billed incorrectly, please check. asap",1
Urgent: money deducted but order failed! please help,2
My account has been hacked! asap,2
The new update is nice.!!!,0
Feature request: dark mode would be nice.,0
I like your service. kindly resolve,0
Unauthorized payment from my card! asap,2
Coupon code is not working.!!!,1
Immediate help needed: account locked with balance inside! asap,2
Sharing a suggestion for improvement. please help,0
Payment confirmation is pending. kindly resolve,1
Coupon code is not working.,1
Unauthorized payment from my card! please help,2
Urgent: money deducted but order failed! kindly resolve,2
Overall experience was okay.,0
Immediate help needed: account locked with balance inside! asap,2
Payment taken multiple times!!!!,2
Fraud transaction detected on my account!!!!,2
Payment taken multiple times!,2
Serious complaint: wrong person received my order and details!!!!,2
I like your service.,0
Payment taken multiple times!!!!,2
Tracking info is not updating.!!!,1
Urgent: money deducted but order failed! please help,2
Overall experience was okay.,0
Need help with changing my address. please help,1
Urgent: money deducted but order failed!!!!,2
Your staff was polite. please help,0
Serious complaint: wrong person received my order and details!,2
General feedback on your website. kindly resolve,0
Payment taken multiple times!,2
Payment confirmation is pending. please help,1
"I was charged twice, fix this immediately! please help",2
My account has been hacked! kindly resolve,2
Coupon code is not working. asap,1
Data privacy issue — my info is visible to others!,2
Feature request: dark mode would be nice. please help,0
My account has been hacked!,2
Urgent: money deducted but order failed! please help,2
Coupon code is not working. asap,1
Unauthorized payment from my card! asap,2
Need help with changing my address.,1
Payment confirmation is pending. please help,1
Just giving feedback about the UI.!!!,0
Feature request: dark mode would be nice.!!!,0
Payment confirmation is pending.!!!,1
Serious complaint: wrong person received my order and details! asap,2
"I was billed incorrectly, please check. please help",1
General feedback on your website.!!!,0
Sharing a suggestion for improvement.,0
My delivery was delayed by two days. asap,1
"I was billed incorrectly, please check. kindly resolve",1
Critical: scam activity on my profile!,2
My account has been hacked! kindly resolve,2
Need help with changing my address. please help,1
Tracking info is not updating. asap,1
Tracking info is not updating.!!!,1
The app looks good. asap,0
Overall experience was okay. asap,0
